,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff,western_province,inscr_N,occups_list,occups_N,occups_unique_N,inscr_N_post235,occups_N_post235,ratio_post235,pop_est_log,inscr_N_log,occups_N_log,city_province,occups_cats_list,occups_cats_unique_N,occups_cats_vec,shares_vec,ZI,largest_cat,ZI_cat,ZIw,shares_weighted_vec,RZI,RZI_cat,RZIw,DI,DIw,DI/ZIw,Primary key,Name,Population,associations,inscriptions,D(N),West / East
49,Hanson2016_465,Caralis,Cagliari,Corsica et Sardinia,Italy,3,48 B3,-400,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Golvin 1988; PECS; Quinn and Wilson 2013; Sear 2006; Wilson 2011.,,,"['Municipium', 'Provincial capital', 'Rights and privileges']","['Acropolis', 'Amphitheatre', 'Aqueduct', 'Baths', 'Baths', 'Forum?', 'Sanctuary', 'Tabularium', ""Temple ('capitolium')"", 'Temple of Apollo', 'Temple of Asclepius', 'Temple of Bacchus', 'Temple of Isis', 'Temple of Isis?', 'Temple of Rome and Augustus', 'Theatre', 'Urban grid?', 'Walls']",18,POINT (9.104227 39.220021),465,,,,,1000.0,,True,271.0,"['faber', 'faber', 'negotians', 'clavicularius', 'faber']",5.0,3.0,48.0,0.0,0.17712177121771217,6.907755278982137,5.602118820879701,1.6094379124341003,Caralis (Corsica et Sardinia),"['Unclassified', 'Unclassified', 'Retail', 'Metal-Working', 'Unclassified']",3,[1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0],"[0.2 0.  0.  0.  0.6 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.
 0. ]",0.6,3,Unclassified,0.9656627474604601,"[2.19383033 0.         0.         0.         6.09571429 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         2.16050633 0.         0.
 0.        ]",6.095714285714286,Unclassified,9.810673674794723,2.2727272727272725,1.412124851271845,2.3535414187864085,465,,,,,,
50,Hanson2016_472,Turris Libisonis,Portocorres,Corsica et Sardinia,Italy,3,48 A2,-42,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; PECS; Salmon 1969.,,,"['Colonia', 'Rights and privileges']","['Aqueduct', 'Basilica', 'Baths', 'Baths', 'Bridge', 'Forum', 'Temple of Fortuna', 'Urban grid']",8,POINT (8.401365 40.838165),472,,,,,1000.0,,True,123.0,"['curator', 'aerarius']",2.0,2.0,19.0,1.0,0.15447154471544716,6.907755278982137,4.812184355372417,0.6931471805599453,Turris Libisonis (Corsica et Sardinia),"['Managerial', 'Metal-Working']",2,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],"[0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.
 0. ]",0.5,1,Metal-Working,0.34657359027997264,"[5.48457584 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         2.12077535 0.         0.         0.
 0.        ]",5.484575835475579,Metal-Working,3.801618276927104,2.0,2.8853900817779268,5.7707801635558535,472,,,,,,
51,Hanson2016_505,Aequum,?itluk,Dalmatia,Croatia,3,20 D6,45,,BNP; PECS; Salmon 1969; Wilkes 2003a; Wilkes 2003b.,13.0,Walls,"['Colonia', 'Rights and privileges']","['Amphitheatre', 'Curia', 'Forum', ""Temple ('capitolium')"", 'Urban grid', 'Walls']",6,POINT (16.655704 43.739278000000006),505,,,,,1288.0,,True,58.0,"['aerarius', 'curator']",2.0,2.0,3.0,0.0,0.05172413793103448,7.160845906664299,4.060443010546419,0.6931471805599453,Aequum (Dalmatia),"['Metal-Working', 'Managerial']",2,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],"[0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.
 0. ]",0.5,1,Metal-Working,0.34657359027997264,"[5.48457584 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         2.12077535 0.         0.         0.
 0.        ]",5.484575835475579,Metal-Working,3.801618276927104,2.0,2.8853900817779268,5.7707801635558535,505,,,,,,
52,Hanson2016_510,Arupium,Prozor,Dalmatia,Croatia,4 or 5,20 C5,-44,,DGRG; Wilkes 2003a.,,,['Municipium'],,0,POINT (15.268748 44.84851),510,,,,,1000.0,,True,17.0,['seplasiarius'],1.0,1.0,2.0,0.0,0.11764705882352941,6.907755278982137,2.833213344056216,0.0,Arupium (Dalmatia),['Miscellaneous Services'],1,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Miscellaneous Services,0.0,"[0.         0.         0.         7.20777027 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",7.20777027027027,Miscellaneous Services,0.0,1.0,0.0,0.0,510,,,,,,
53,Hanson2016_517,Burnum,Ivoevci,Dalmatia,Croatia,3,20 C5,-35,,BNP; DGRG; PECS; Wilkes 2003a; Wilkes 2003b.,,,['Municipium'],"['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Fort']",4,POINT (15.993626 44.031704),517,,,,,1000.0,,True,121.0,"['frumentarius', 'cornicen']",2.0,2.0,3.0,0.0,0.024793388429752067,6.907755278982137,4.795790545596741,0.6931471805599453,Burnum (Dalmatia),"['Retail', 'Performing Arts']",2,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0],"[0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.
 0. ]",0.5,1,Performing Arts,0.34657359027997264,"[ 0.          0.          0.          0.          0.         13.67628205
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          5.40126582  0.          0.
  0.        ]",13.676282051282051,Performing Arts,9.47967634438874,2.0,2.8853900817779268,5.7707801635558535,517,,,,,,
54,Hanson2016_525,Doclea,Dukljia,Dalmatia,Montenegro,3,49 B1,-35,,McEvedy 2011; PECS; Wilkes 2003a; Wilson 2011.,25.0,Walls,['Municipium'],"['Arch', 'Basilica', 'Baths', 'Forum', 'Temple', 'Temple of Dea Roma', 'Temple of Diana', 'Urban grid', 'Walls']",9,POINT (19.265596 42.468229),525,43.0,43.0,43.0,3104.0,3086.0,1.0058327932598834,True,92.0,"['faber', 'faber', 'scriba', 'faber', 'faber']",5.0,2.0,7.0,0.0,0.07608695652173914,8.034631032923107,4.5217885770490405,1.6094379124341003,Doclea (Dalmatia),"['Unclassified', 'Unclassified', 'Education', 'Unclassified', 'Unclassified']",2,[0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0],"[0.  0.  0.  0.  0.8 0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.
 0. ]",0.8,4,Unclassified,1.2875503299472804,"[0.         0.         0.         0.         8.12761905 0.
 0.         0.         0.         4.10288462 0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",8.12761904761905,Unclassified,13.080898233059633,1.4705882352941173,0.9137278449406054,1.1421598061757567,525,,,,,,
55,Hanson2016_530,Issa,Vis,Dalmatia,Croatia,-,-,-400,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006; Wilkes 2003a.,17.0,Walls,"['Municipium', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Agora?', 'Theatre', 'Urban grid', 'Walls']",4,POINT (16.184085999999997 43.061568),530,,,,,1843.0,,True,22.0,['conditor'],1.0,1.0,0.0,0.0,0.0,7.519149957669823,3.091042453358316,0.0,Issa (Dalmatia),['Food-Production'],1,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Food-Production,0.0,"[ 0.          0.          0.          0.          0.          0.
 20.91666667  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",20.916666666666668,Food-Production,0.0,1.0,0.0,0.0,530,,,,,,
56,Hanson2016_536,Metulum,Vinicica,Dalmatia,Croatia,3,20 C4,-44,,BNP; Wilkes 2003a; Wilkes 2003b.,,,['Municipium'],,0,POINT (15.299752 45.209371),536,,,,,1000.0,,True,10.0,['frumentarius'],1.0,1.0,3.0,0.0,0.3,6.907755278982137,2.302585092994046,0.0,Metulum (Dalmatia),['Retail'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1,Retail,0.0,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         10.80253165  0.          0.
  0.        ]",10.80253164556962,Retail,0.0,1.0,0.0,0.0,536,,,,,,
57,Hanson2016_537,Municipium S,Komini,Dalmatia,Montenegro,4 or 5,21 B6,-44,,PECS; Wilkes 2003a; Wilkes 2003b.,,,"['Colonia?', 'Municipium']",,0,POINT (19.358333 43.356667),537,,,,,1000.0,,True,88.0,['curator'],1.0,1.0,2.0,0.0,0.022727272727272728,6.907755278982137,4.477336814478207,0.0,Municipium S (Dalmatia),['Managerial'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1,Managerial,0.0,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 4.2415507 0.        0.        0.        0.       ]",4.24155069582505,Managerial,0.0,1.0,0.0,0.0,537,,,,,,
58,Hanson2016_538,Narona,Narenta,Dalmatia,Bosnia and Herzegovina,3,20 E6,-49,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Salmon 1969; Sear 2006; Wilkes 2003a; Wilkes 2003b.,20.0,Walls,"['Colonia', 'Conventus capital', 'Rights and privileges']","['Baths', 'Temple of Asclepius', 'Temple of Diana?', 'Temple of Jupiter?', 'Temple of Liber and Libera', 'Temple of the imperial cult', 'Theatre', 'Walls']",8,POINT (17.61342 43.063722),538,,,,,2290.0,,True,266.0,"['scaenicus', 'lapidarius', 'faber', 'curator', 'faber']",5.0,4.0,14.0,0.0,0.05263157894736842,7.736307096548285,5.583496308781699,1.6094379124341003,Narona (Dalmatia),"['Performing Arts', 'Building', 'Unclassified', 'Managerial', 'Unclassified']",4,[0 0 0 0 2 1 0 0 0 0 1 0 0 0 1 0 0 0 0],"[0.  0.  0.  0.  0.4 0.2 0.  0.  0.  0.  0.2 0.  0.  0.  0.2 0.  0.  0.
 0. ]",0.4,2,Unclassified,0.6437751649736402,"[0.         0.         0.         0.         4.06380952 5.47051282
 0.         0.         0.         0.         3.09202899 0.
 0.         0.         0.84831014 0.         0.         0.
 0.        ]",5.470512820512821,Performing Arts,8.804450733790135,3.571428571428571,2.219053337712899,5.547633344282247,538,Narona,2290.0,1.0,264.0,8.674242424242424,West
59,Hanson2016_547,Salona,Solin,Dalmatia,Croatia,2,20 D6,-78,,BNP; Bomgardner 2000; Brunt 1971; Cornell and Mathews 1982; MacMullen 2000; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilkes 2003a; Wilkes 2003b; Wilson 2011.,58.0,Half of the old town and the new town,"['Colonia', 'Colonia', 'Conventus capital', 'Provincial capital', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Basilica', 'Baths', 'Curia', 'Forum', ""Temple ('capitolium')"", 'Temple (Theatre)', 'Temple of Cybele / Magna Mater', 'Temple of Liber and Libera', 'Temple of the Nymphs and Silvanus', 'Theatre', 'Urban grid', 'Walls (East of old town and new town)', 'Walls (East of the old town)', 'Walls (Late Roman)']",16,POINT (16.48323 43.539485),547,,,,,9498.0,,True,3052.0,"['negotiator cretarius', 'faber', 'faber', 'negotiator lanarius', 'arcarius', 'frumentarius', 'arcarius', 'negotians', 'vexillarius', 'faber', 'scriba', 'curator', 'faber', 'faber', 'faber', 'faber', 'fabricensis', 'frumentarius', 'frumentarius', 'frumentarius', 'faber', 'negotiator', 'conquiliarius', 'mensor', 'negotiator', 'retiarius', 'mensor', 'mensor', 'negotiator vinarius', 'venator', 'frumentarius', 'sagittarius', 'faber', 'spatharius', 'vexillarius', 'faber', 'centonarius', 'faber', 'faber', 'faber', 'centonarius', 'faber', 'lapidarius', 'tignarius', 'faber', 'retiarius', 'negotians materiarius', 'retiarius', 'cretaria', 'calegarius', 'faber', 'sagittarius', 'faber', 'faber', 'exceptor', 'curator', 'curator', 'curator', 'curator', 'centonarius', 'faber', 'centonarius', 'faber', 'centonarius', 'faber', 'retiarius', 'pistur', 'faber', 'vexillarius', 'curator', 'saccarius', 'saccarius', 'frumentarius']",73.0,27.0,681.0,13.0,0.22313237221494103,9.158836529109067,8.023552392404348,4.290459441148391,Salona (Dalmatia),"['Retail', 'Unclassified', 'Unclassified', 'Retail', 'Finance', 'Retail', 'Finance', 'Retail', 'Miscellaneous Services', 'Unclassified', 'Education', 'Managerial', 'Unclassified', 'Unclassified', 'Unclassified', 'Unclassified', 'Metal-Working', 'Retail', 'Retail', 'Retail', 'Unclassified', 'Retail', 'Clothing', 'Miscellaneous Services', 'Retail', 'Performing Arts', 'Miscellaneous Services', 'Miscellaneous Services', 'Retail', 'Miscellaneous Services', 'Retail', 'Metal-Working', 'Unclassified', 'Metal-Working', 'Miscellaneous Services', 'Unclassified', 'Clothing', 'Unclassified', 'Unclassified', 'Unclassified', 'Clothing', 'Unclassified', 'Building', 'Building', 'Unclassified', 'Performing Arts', 'Retail', 'Performing Arts', 'Retail', 'Clothing', 'Unclassified', 'Metal-Working', 'Unclassified', 'Unclassified', 'Education', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Clothing', 'Unclassified', 'Clothing', 'Unclassified', 'Clothing', 'Unclassified', 'Performing Arts', 'Food-Production', 'Unclassified', 'Miscellaneous Services', 'Managerial', 'Transport', 'Transport', 'Retail']",12,[ 4  2  0  7 22  4  1  7  0  2  2  0  0  2  6 14  0  0  0],"[0.05479452 0.02739726 0.         0.09589041 0.30136986 0.05479452
 0.01369863 0.09589041 0.         0.02739726 0.02739726 0.
 0.         0.02739726 0.08219178 0.19178082 0.         0.
 0.        ]",0.3013698630136986,22,Unclassified,1.2930151740447204,"[0.60104941 1.91646081 0.         0.69115605 3.0617743  1.49877064
 0.28652968 1.47712774 0.         0.56203899 0.42356561 0.
 0.         0.90623341 0.34862061 2.0717184  0.         0.
 0.        ]",3.0617742987606,Unclassified,13.13641844678291,6.174971031286212,1.4392330509092075,4.77563694165328,547,Salona,9498.0,6.0,4874.0,11.692244562987279,West
60,Hanson2016_556,Tragurium,Trogir,Dalmatia,Croatia,4 or 5,20 D6,-300,,BNP; Brunt 1971; Cornell and Mathews 1982.,,,"['Municipium', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']",,0,POINT (16.251364000000002 43.516903000000006),556,,,,,1000.0,,True,75.0,['negotiator'],1.0,1.0,9.0,0.0,0.12,6.907755278982137,4.31748811353631,0.0,Tragurium (Dalmatia),['Retail'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1,Retail,0.0,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         10.80253165  0.          0.
  0.        ]",10.80253164556962,Retail,0.0,1.0,0.0,0.0,556,,,,,,
61,Hanson2016_563,Augusta Auscorum,Auch,Gallia Aquitania,France,4 or 5,25 F2,-27,,DGRG; Salmon 1969.,,,"['Civitas capital', 'Colonia?']",,0,POINT (0.5855 43.6465),563,,,,,1000.0,,True,73.0,"['curator', 'lanipendia']",2.0,2.0,2.0,0.0,0.0273972602739726,6.907755278982137,4.290459441148391,0.6931471805599453,Augusta Auscorum (Gallia Aquitania),"['Managerial', 'Clothing']",2,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0],"[0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.
 0. ]",0.5,1,Clothing,0.34657359027997264,"[0.         0.         0.         0.         0.         0.
 0.         7.70216606 0.         0.         0.         0.
 0.         0.         2.12077535 0.         0.         0.
 0.        ]",7.70216606498195,Clothing,5.338734692146727,2.0,2.8853900817779268,5.7707801635558535,563,,,,,,
62,Hanson2016_566,Avaricum,Bourges,Gallia Aquitania,France,2,14 H1,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; PECS; Russell 1958; Sear 2006.,99.0,Urban grid,['Civitas capital'],"['Amphitheatre', 'Aqueduct', 'Arch', 'Baths', 'Forum', 'Fountain', 'Sanctuary', 'Temple', 'Theatre', 'Urban grid', 'Walls', 'Walls']",12,POINT (2.39449 47.07325),566,,,,,19404.0,,True,3.0,['negotiator artis vestiariae'],1.0,1.0,1.0,0.0,0.3333333333333333,9.873234509365107,1.0986122886681098,0.0,Avaricum (Gallia Aquitania),['Retail'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],1.0,1,Retail,0.0,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         10.80253165  0.          0.
  0.        ]",10.80253164556962,Retail,0.0,1.0,0.0,0.0,566,,,,,,
63,Hanson2016_567,Burdigala,Bordeaux,Gallia Aquitania,France,2,14 E4,-49,,Bedon 2001; Bedon et al 1988; Benario 1981; BNP; Bomgardner 2000; DGRG; Golvin 1988; PECS; Russell 1958; Wilson 2011; Woloch 1983.,86.0,Urban grid,"['Civitas capital', 'Municipium', 'Provincial capital']","['Amphitheatre', 'Aqueduct', 'Baths', 'Curia', 'Forum', 'Fountain of Divona', 'Macellum', 'Urban grid', 'Walls']",9,POINT (-0.574367 44.839577),567,45.0,45.0,45.0,16187.0,16077.0,1.0068420725259688,True,327.0,"['lintiarius', 'medicus', 'faber', 'negotiator', 'linarius', 'medicus', 'pictor', 'negotiator', 'scaenicus', 'cuparius']",10.0,8.0,4.0,0.0,0.012232415902140673,9.68514495816296,5.7899601708972535,2.302585092994046,Burdigala (Gallia Aquitania),"['Clothing', 'Miscellaneous Services', 'Unclassified', 'Retail', 'Clothing', 'Miscellaneous Services', 'Plastic Arts', 'Retail', 'Performing Arts', 'Metal-Working']",7,[1 0 0 2 1 1 0 2 1 0 0 0 0 0 0 2 0 0 0],"[0.1 0.  0.  0.2 0.1 0.1 0.  0.2 0.1 0.  0.  0.  0.  0.  0.  0.2 0.  0.
 0. ]",0.2,2,Miscellaneous Services,0.4605170185988092,"[1.09691517 0.         0.         1.44155405 1.01595238 2.73525641
 0.         3.08086643 8.20576923 0.         0.         0.
 0.         0.         0.         2.16050633 0.         0.
 0.        ]",8.205769230769231,Plastic Arts,18.89448190731845,6.249999999999999,2.7143405118953234,13.571702559476615,567,,,,,,
64,Hanson2016_572,Mediolanum (Gallia Aquitania),Saintes,Gallia Aquitania,France,3,14 E3,-20,,Bedon 2001; Bedon et al 1988; BNP; DGRG; Golvin 1988; Humphrey 1986; MacMullen 2000; PECS; Quinn and Wilson 2013; Russell 1958; Sear 2006; Woloch 1983.,124.0,Walls,['Civitas capital'],"['Amphitheatre', 'Aqueduct', 'Arch of Germanicus', 'Baths of Saint-Saloine', 'Baths of Saint-Vivien', 'Bridge', 'Circus', 'Forum', ""Temple ('capitolium')"", 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Urban grid', 'Walls', 'Walls (Late Antique)']",15,POINT (-0.6410060000000001 45.745105),572,,,,,26215.0,,True,5.0,"['faber', 'faber']",2.0,1.0,0.0,0.0,0.0,10.174087045006633,1.6094379124341003,0.6931471805599453,Mediolanum (Gallia Aquitania) (Gallia Aquitania),"['Unclassified', 'Unclassified']",1,[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,2,Unclassified,0.6931471805599453,"[ 0.          0.          0.          0.         10.15952381  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",10.15952380952381,Unclassified,7.042045284403064,1.0,1.4426950408889634,1.4426950408889634,572,Mediolanum (Gallia Aquitania),26215.0,1.0,721.0,36.359223300970875,West
65,Hanson2016_576,Vesunna,Périgueux,Gallia Aquitania,France,3,14 F3,-27,,Bedon 2001; Bedon et al 1988; BNP; Golvin 1988; MacMullen 2000; PECS; Sear 2006; Woloch 1983.,48.0,Inhabited area,"['Civitas capital', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Basilica', 'Baths', 'Baths', 'Baths', 'Forum', 'Temple of Vesunna', 'Theatre', 'Urban grid', 'Walls']",11,POINT (0.7219939999999999 45.183546),576,47.0,47.0,47.0,4327.0,7376.0,0.5866323210412148,True,25.0,['lanio'],1.0,1.0,1.0,0.0,0.04,8.90598676523643,3.2188758248682006,0.0,Vesunna (Gallia Aquitania),['Food-Production'],1,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Food-Production,0.0,"[ 0.          0.          0.          0.          0.          0.
 20.91666667  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",20.916666666666668,Food-Production,0.0,1.0,0.0,0.0,576,Vesunna,7401.0,1.0,244.0,30.331967213114755,West
66,Hanson2016_583,Bagacum,Bavai,Gallia Belgica,France,4 or 5,11 D2,-20,,Bedon 2001; Bedon et al 1988; BNP; DGRG; MacMullen 2000; PECS; Rivet 1988.,37.0,Urban grid,['Civitas capital'],"['Aqueduct', 'Basilica', 'Baths', 'Forum', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Unidentified public building', 'Urban grid', 'Walls', 'Walls']",12,POINT (3.798889 50.298056),583,,,,,5210.0,,True,4.0,['lapicida'],1.0,1.0,0.0,0.0,0.0,8.558335134747413,1.3862943611198906,0.0,Bagacum (Gallia Belgica),['Building'],1,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Building,0.0,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.         15.46014493  0.
  0.          0.          0.          0.          0.          0.
  0.        ]",15.46014492753623,Building,0.0,1.0,0.0,0.0,583,,,,,,
67,Hanson2016_584,Beda,Bitburg,Gallia Belgica,Germany,4 or 5,11 G3,-27,,BNP; Sear 2006.,2.0,Walls,,"['Theatre', 'Walls']",2,POINT (6.523514 49.974382),584,,,,,1000.0,,True,28.0,['medicus'],1.0,1.0,2.0,0.0,0.07142857142857142,6.907755278982137,3.332204510175204,0.0,Beda (Gallia Belgica),['Miscellaneous Services'],1,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Miscellaneous Services,0.0,"[0.         0.         0.         7.20777027 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",7.20777027027027,Miscellaneous Services,0.0,1.0,0.0,0.0,584,,,,,,
68,Hanson2016_587,Colonia Augusta Treverorum,Trier,Gallia Belgica,Germany,2,11 G3,-27,,Bedon 2001; Bedon et al 1988; Benario 1981; Golvin 1988; Humphrey 1986; MacMullen 2000; McEvedy 2011; PECS; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983; Woloch 1983.,131.0,Urban grid and walls,"['Civitas capital', 'Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Baths', 'Baths (Barbarathermen)', 'Baths (Imperial)', 'Bridge', 'Bridge', 'Circus', 'Forum', 'Sanctuary of the Treveri', 'Temple', 'Temple', 'Temple of Lenus Mars', 'Theatre-amphitheatre (Altbachtal)', 'Theatre-amphitheatre (Irminenwingert)', 'Urban grid', 'Urban grid', 'Walls']",17,POINT (6.637075 49.752611),587,49.0,49.0,49.0,28211.0,28210.0,1.000035448422545,True,540.0,"['aerarius', 'negotiator', 'arenarius', 'negotiator', 'negotiator', 'nummularius', 'faber dolabrarius', 'negotiator cervesarius', 'macellarius', 'caupo', 'macellarius', 'caupo']",12.0,8.0,361.0,1.0,0.6685185185185185,10.247431803996042,6.29156913955832,2.4849066497880004,Colonia Augusta Treverorum (Gallia Belgica),"['Metal-Working', 'Retail', 'Performing Arts', 'Retail', 'Retail', 'Finance', 'Metal-Working', 'Retail', 'Food-Production', 'Retail', 'Food-Production', 'Retail']",5,[2 1 0 0 0 1 2 0 0 0 0 0 0 0 0 6 0 0 0],"[0.16666667 0.08333333 0.         0.         0.         0.08333333
 0.16666667 0.         0.         0.         0.         0.
 0.         0.         0.         0.5        0.         0.
 0.        ]",0.5,6,Retail,1.2424533248940002,"[1.82819195 5.82923497 0.         0.         0.         2.27938034
 3.48611111 0.         0.         0.         0.         0.
 0.         0.         0.         5.40126582 0.         0.
 0.        ]",5.829234972677596,Finance,14.48510474678333,3.130434782608696,1.2597796311083833,2.5195592622167666,587,Colonia Augusta Treverorum,28211.0,2.0,2367.0,23.83692437684833,West
69,Hanson2016_590,Durocortorum,Reims,Gallia Belgica,France,3,11 E3,-27,,MacMullen 2000; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958.,57.0,Urban grid,"['Civitas capital', 'Provincial capital']","['Amphitheatre', 'Forum', 'Ramparts', ""Temple ('capitolium')"", 'Urban grid', 'Walls']",6,POINT (4.033091000000001 49.256602),590,,,,,9280.0,,True,233.0,"['vestiarius', 'seplasiarius', 'negotiator']",3.0,3.0,6.0,0.0,0.02575107296137339,9.135616825780247,5.4510384535657,1.0986122886681098,Durocortorum (Gallia Belgica),"['Retail', 'Miscellaneous Services', 'Retail']",2,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0],"[0.         0.         0.         0.33333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.66666667 0.         0.
 0.        ]",0.6666666666666666,2,Retail,0.7324081924454064,"[0.         0.         0.         2.40259009 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         7.20168776 0.         0.
 0.        ]",7.201687763713079,Retail,7.911862676365947,1.7999999999999998,1.638430607928307,2.457645911892461,590,,,,,,
